Tipo,Campos presentes,Número de facturas,Primera factura,Campos faltantes
Tipo 85,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, cExt:CertificadoOrigen, cExt:ClaveDePedimento, cExt:Incoterm, cExt:TipoCambioUSD, cExt:TotalUSD, cExt:Version, cExt_Emisor:Curp, cExt_Receptor:NumRegIdTrib, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:obs01, emp:obs02, emp:sumaBultos, emp:sumaKilos, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:estado, re:idFiscal, re:localidad, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",1,fp207834.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, emp:numped, add:pedido, emp:extra03Ref, re:noInterior, emp:ordSal, re:referencia, re:estadoPDF, emp:ship02, emp:numGuia, infoG:Anio, FA:TxtRelacion, emp:ordComp, add:almacen, emp:ordEnt, emp:extra04Banco, re:CPLabel, re:noExterior, tot:txtIEPS, add:valor, emp:extra04Clabe, FA:DescRelacionUUID, emp:extra04Cuenta, cExt:Subdivision, tot:auxIEPS, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, emp:trans1, cExt_Domicilio:CodigoPostalCP, re:colonia, emp:ship03, re:CPPDF, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 86,"FA:DescRelacionUUID, FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:TxtRelacion, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, cExt:CertificadoOrigen, cExt:ClaveDePedimento, cExt:Incoterm, cExt:TipoCambioUSD, cExt:TotalUSD, cExt:Version, cExt_Domicilio:CodigoPostalCP, cExt_Emisor:Curp, cExt_Receptor:NumRegIdTrib, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:obs01, emp:obs02, emp:sumaBultos, emp:sumaKilos, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:colonia, re:estado, re:idFiscal, re:localidad, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",1,fp207917.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, emp:numped, add:pedido, emp:extra03Ref, re:noInterior, emp:ordSal, re:referencia, re:estadoPDF, emp:ship02, emp:numGuia, infoG:Anio, emp:ordComp, add:almacen, emp:ordEnt, emp:extra04Banco, re:CPLabel, re:noExterior, tot:txtIEPS, add:valor, emp:extra04Clabe, emp:extra04Cuenta, cExt:Subdivision, tot:auxIEPS, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, emp:trans1, emp:ship03, re:CPPDF, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 87,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, cExt:CertificadoOrigen, cExt:ClaveDePedimento, cExt:Incoterm, cExt:TipoCambioUSD, cExt:TotalUSD, cExt:Version, cExt_Domicilio:CodigoPostalCP, cExt_Emisor:Curp, cExt_Receptor:NumRegIdTrib, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:numGuia, emp:numped, emp:obs01, emp:obs02, emp:ordEnt, emp:ordSal, emp:sumaBultos, emp:sumaKilos, emp:trans1, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:CPLabel, re:CPPDF, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:colonia, re:estado, re:idFiscal, re:localidad, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",2,fp207927.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, add:pedido, emp:extra03Ref, re:noInterior, re:referencia, re:estadoPDF, emp:ship02, infoG:Anio, FA:TxtRelacion, emp:ordComp, add:almacen, emp:extra04Banco, re:noExterior, tot:txtIEPS, add:valor, emp:extra04Clabe, FA:DescRelacionUUID, emp:extra04Cuenta, cExt:Subdivision, tot:auxIEPS, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, emp:ship03, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 88,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, cExt:CertificadoOrigen, cExt:ClaveDePedimento, cExt:Incoterm, cExt:TipoCambioUSD, cExt:TotalUSD, cExt:Version, cExt_Domicilio:CodigoPostalCP, cExt_Emisor:Curp, cExt_Receptor:NumRegIdTrib, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:numGuia, emp:numped, emp:obs01, emp:obs02, emp:ordComp, emp:ordEnt, emp:ordSal, emp:sumaBultos, emp:sumaKilos, emp:trans1, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:CPLabel, re:CPPDF, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:colonia, re:estado, re:idFiscal, re:localidad, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",6,fp207928.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, add:pedido, emp:extra03Ref, re:noInterior, re:referencia, re:estadoPDF, emp:ship02, infoG:Anio, FA:TxtRelacion, add:almacen, emp:extra04Banco, re:noExterior, tot:txtIEPS, add:valor, emp:extra04Clabe, FA:DescRelacionUUID, emp:extra04Cuenta, cExt:Subdivision, tot:auxIEPS, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, emp:ship03, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 89,"FA:DescRelacionUUID, FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:TxtRelacion, FA:UsoCfdi, FA:email, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, com:Exportacion, com:condicionesDePago, com:ctaPago, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Clabe, emp:extra03Cuenta, emp:extra03Ref, emp:extra04Banco, emp:extra04Clabe, emp:extra04Cuenta, emp:extra04Ref, emp:extra05Banco, emp:extra05Clabe, emp:extra05Cuenta, emp:extra05Ref, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:obs01, emp:ordComp, emp:sumaBultos, emp:sumaKilos, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, infoG:Anio, infoG:Meses, infoG:Periodicidad, re:DomicilioFiscalReceptor, re:RegimenFiscalReceptor, re:UsoCFDI, re:estado, re:estadoPDF, re:idFiscal, re:localidad, re:municipio, re:nombre, re:pais, re:paisPDF, re:rfc, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",2,fp207932.txt,"emp:ship05, add:qadTipoAddenda, cExt:ClaveDePedimento, com:auxCambio, cExt:TipoOperacion, emp:numped, emp:obs02, add:pedido, cExt:TotalUSD, re:noInterior, re:codigoPostal, emp:ordSal, re:NumRegIDTrib, re:referencia, re:telefono, cExt:CertificadoOrigen, emp:ship02, emp:numGuia, FA:frmPago, add:almacen, com:etiqCambio, emp:ordEnt, re:CPLabel, cExt_Receptor:NumRegIdTrib, re:noExterior, tot:txtIEPS, add:valor, re:calle, cExt:Incoterm, cExt:Version, tot:auxIEPS, cExt:Subdivision, cExt:TipoCambioUSD, com:descuento, emp:ship01, emp:trans1, re:ResidenciaFiscal, cExt_Emisor:Curp, cExt_Domicilio:CodigoPostalCP, re:colonia, emp:ship03, re:CPPDF, emp:ship04, tot:etiqIEPS, add:negociacion"
Tipo 90,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, cExt:CertificadoOrigen, cExt:ClaveDePedimento, cExt:Incoterm, cExt:TipoCambioUSD, cExt:TotalUSD, cExt:Version, cExt_Domicilio:CodigoPostalCP, cExt_Emisor:Curp, cExt_Receptor:NumRegIdTrib, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:numGuia, emp:numped, emp:obs01, emp:obs02, emp:ordComp, emp:ordEnt, emp:ordSal, emp:sumaBultos, emp:sumaKilos, emp:trans1, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:estado, re:idFiscal, re:localidad, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",1,fp208354.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, add:pedido, emp:extra03Ref, re:noInterior, re:referencia, re:estadoPDF, emp:ship02, FA:gpoMerza, infoG:Anio, FA:TxtRelacion, add:almacen, emp:extra04Banco, re:CPLabel, re:noExterior, tot:txtIEPS, add:valor, emp:extra04Clabe, FA:DescRelacionUUID, emp:extra04Cuenta, cExt:Subdivision, tot:auxIEPS, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, re:colonia, emp:ship03, re:CPPDF, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 91,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, cExt:CertificadoOrigen, cExt:ClaveDePedimento, cExt:Incoterm, cExt:TipoCambioUSD, cExt:TotalUSD, cExt:Version, cExt_Emisor:Curp, cExt_Receptor:NumRegIdTrib, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:numGuia, emp:numped, emp:obs01, emp:obs02, emp:ordComp, emp:ordEnt, emp:ordSal, emp:ship03, emp:ship05, emp:sumaBultos, emp:sumaKilos, emp:trans1, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:estado, re:idFiscal, re:localidad, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",2,fp208384.txt,"emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, add:pedido, emp:extra03Ref, re:noInterior, re:referencia, re:estadoPDF, emp:ship02, infoG:Anio, FA:TxtRelacion, add:almacen, emp:extra04Banco, re:CPLabel, re:noExterior, tot:txtIEPS, add:valor, emp:extra04Clabe, FA:DescRelacionUUID, emp:extra04Cuenta, cExt:Subdivision, tot:auxIEPS, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, cExt_Domicilio:CodigoPostalCP, re:colonia, re:CPPDF, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 92,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:sumaBultos, emp:sumaKilos, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:CPLabel, re:CPPDF, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:colonia, re:estado, re:idFiscal, re:localidad, re:noExterior, re:noInterior, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",1,fp208653.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, cExt:ClaveDePedimento, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, emp:numped, emp:obs02, add:pedido, cExt:TotalUSD, emp:extra03Ref, emp:ordSal, re:referencia, re:estadoPDF, cExt:CertificadoOrigen, emp:ship02, emp:obs01, emp:numGuia, infoG:Anio, FA:TxtRelacion, emp:ordComp, add:almacen, emp:ordEnt, emp:extra04Banco, cExt_Receptor:NumRegIdTrib, FA:DescRelacionUUID, tot:txtIEPS, add:valor, emp:extra04Clabe, cExt:Incoterm, emp:extra04Cuenta, cExt:Version, tot:auxIEPS, cExt:Subdivision, cExt:TipoCambioUSD, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, emp:trans1, cExt_Emisor:Curp, cExt_Domicilio:CodigoPostalCP, emp:ship03, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 93,"FA:DescRelacionUUID, FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:TxtRelacion, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, cExt:CertificadoOrigen, cExt:ClaveDePedimento, cExt:Incoterm, cExt:TipoCambioUSD, cExt:TotalUSD, cExt:Version, cExt_Domicilio:CodigoPostalCP, cExt_Emisor:Curp, cExt_Receptor:NumRegIdTrib, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:obs01, emp:obs02, emp:sumaBultos, emp:sumaKilos, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:estado, re:idFiscal, re:localidad, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",1,fp208992.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, emp:numped, add:pedido, emp:extra03Ref, re:noInterior, emp:ordSal, re:referencia, re:estadoPDF, emp:ship02, emp:numGuia, infoG:Anio, emp:ordComp, add:almacen, emp:ordEnt, emp:extra04Banco, re:CPLabel, re:noExterior, tot:txtIEPS, add:valor, emp:extra04Clabe, emp:extra04Cuenta, cExt:Subdivision, tot:auxIEPS, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, emp:trans1, re:colonia, emp:ship03, re:CPPDF, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
Tipo 94,"FA:Docto, FA:FormaPagoPDF, FA:InfoCta, FA:InfoTit, FA:ResumenTax, FA:TipoComprobante, FA:UsoCfdi, FA:email, FA:frmPago, FA:gpoMerza, FA:impresora, FA:numeroCopiasPorImprimir, FA:status, cExt:CertificadoOrigen, cExt:ClaveDePedimento, cExt:Incoterm, cExt:TipoCambioUSD, cExt:TotalUSD, cExt:Version, cExt_Domicilio:CodigoPostalCP, cExt_Emisor:Curp, cExt_Receptor:NumRegIdTrib, com:Exportacion, com:auxCambio, com:condicionesDePago, com:ctaPago, com:etiqCambio, com:fecha, com:folio, com:formaPago, com:frmPago, com:lugarExpedicion, com:metodoPago, com:moneda, com:noCertificado, com:serie, com:subTotal, com:tipoCambio, com:tipoDeComprobante, com:total, em:PDFcolonia, em:PDFestado, em:PDFmunicipio, em:PDFpais, em:calle, em:codigoPostal, em:colonia, em:curp, em:estado, em:localidad, em:municipio, em:noExterior, em:nombre, em:pais, em:regimenFiscal, em:regimenFiscalPDF, em:rfc, em:telefono, emp:diaFac, emp:diaPag, emp:extra03Banco, emp:extra03Cuenta, emp:interesPag, emp:lisPrec, emp:mesFac, emp:mesPag, emp:nomAge1, emp:numCliente, emp:numGuia, emp:numped, emp:obs01, emp:obs02, emp:ordComp, emp:ordEnt, emp:ordSal, emp:sumaBultos, emp:sumaKilos, emp:trans1, emp:yearFac, emp:yearPag, ex:nombre, imp:totaldeimpuestosTrasladados, re:CPLabel, re:CPPDF, re:DomicilioFiscalReceptor, re:NumRegIDTrib, re:RegimenFiscalReceptor, re:ResidenciaFiscal, re:UsoCFDI, re:calle, re:codigoPostal, re:colonia, re:estado, re:idFiscal, re:localidad, re:noExterior, re:noInterior, re:nombre, re:pais, re:paisPDF, re:rfc, re:telefono, tipoDocumento, tot:IEPS, tot:IEPSMx, tot:IVA, tot:cantidadConLetra, tot:ivaMx, tot:subTotal, tot:subTotalMx, tot:subtotalSinDescuentosSinIva, tot:total, tot:totalMx",2,fp209082.txt,"emp:ship05, emp:extra05Clabe, infoG:Meses, add:qadTipoAddenda, emp:extra05Cuenta, emp:extra05Ref, cExt:TipoOperacion, emp:extra03Clabe, re:municipio, add:pedido, emp:extra03Ref, re:referencia, re:estadoPDF, emp:ship02, infoG:Anio, FA:TxtRelacion, add:almacen, emp:extra04Banco, FA:DescRelacionUUID, tot:txtIEPS, add:valor, emp:extra04Clabe, emp:extra04Cuenta, cExt:Subdivision, tot:auxIEPS, com:descuento, emp:ship01, emp:extra04Ref, emp:extra05Banco, emp:ship03, emp:ship04, infoG:Periodicidad, tot:etiqIEPS, add:negociacion"
